time,x,y,yaw,v_lin,v_ang,min_scan
0.018831966,8.43404925898348e-09,2.5395306559830605e-19,6.022149000090268e-11,-1.84957584966857e-19,-1.413412447372839e-18,3.5
0.046271919,8.43404925898091e-09,2.5395306559815125e-19,6.022148998769659e-11,-1.764376246575608e-19,-1.8393960520255832e-18,3.5
0.069179354,7.086755256131177e-05,2.032635501451952e-07,0.004614204354026562,0.006805693334570798,0.42693952681130093,3.5
0.097195789,0.0005408401332093756,5.100959607862367e-06,0.014777737744692812,0.028499999852226905,0.5074406435722402,3.5
0.120100419,0.0014106609917563667,2.258453958603951e-05,0.02463646429658083,0.04849999985232844,0.49132473339111715,3.5
0.150360454,0.0026800971457055945,6.026413191281109e-05,0.03418374135460273,0.0684999998524201,0.47581264055170747,3.5
0.190114239,0.004348821063363458,0.00012538547042916816,0.04343171026660697,0.08849999985250376,0.460907976221762,0.6095524430274963
0.220023206,0.006416423219893626,0.00022484834942630824,0.052392051971772886,0.10849999985258196,0.44658476089506866,0.6174922585487366
0.245317932,0.008882423344133994,0.0003652238973675418,0.061075948940738416,0.12849999985265462,0.4328181884869034,0.6174922585487366
0.267115203,0.01174628047937847,0.0005527710931272935,0.06949410928858624,0.14849999985272277,0.4195846621427678,0.6174922585487366
0.292777519,0.01500740197201822,0.0007934525470539164,0.07765678983957797,0.16849999985278621,0.40686173202332754,0.6174922585487366
0.318450435,0.01866515149134831,0.0010929495683749946,0.08557381800315265,0.1884999998528448,0.3946280361764204,0.6174922585487366
0.344289493,0.022718856174166187,0.0014566765421166119,0.0932546125261733,0.20849999985289952,0.38286324467603533,0.61842942237854
0.371084836,0.027167812978983977,0.001889794639876652,0.10070820318399637,0.2284999998529519,0.37154800687493705,0.61842942237854
0.397167971,0.03193784706987199,0.0023893747203783578,0.10794324946924276,0.24134453111384907,0.3606639015610723,0.61842942237854
0.420537594,0.03674447637398467,0.0029273787951294393,0.11496775839356911,0.2418869839748136,0.35017672665094973,0.61842942237854
0.446388544,0.04155774607703231,0.0034998885146469627,0.12178824730716395,0.24241298964161362,0.34000752333687234,0.61842942237854
0.47096913,0.04637721921225023,0.004106013786103829,0.12841077543928497,0.24292341078609048,0.3301396136894402,0.6428340077400208
0.496702459,0.051202485013277566,0.004744882939881438,0.1348412037409907,0.243418721334092,0.3205638353580619,0.6428340077400208
0.518318501,0.05603315677449182,0.005415642670613825,0.14108521551655326,0.24389937911849788,0.3112713371158646,0.6428340077400208
0.543373076,0.06086887054043536,0.006117458022203577,0.14714832204255118,0.24436582761307407,0.30225354533845483,0.6428340077400208
0.566509872,0.06570928386264227,0.006849512333962061,0.1530358679526806,0.24481849641309336,0.2935021547129044,0.6428340077400208
