time,x,y,yaw,v_lin,v_ang,min_scan
0.183361054,8.434049251444596e-09,2.539530651443026e-19,6.02214579519197e-11,-1.5658528995628814e-19,-1.4658678032908357e-18,0.6041566133499146
0.184589422,8.434049251439074e-09,2.5395306514397007e-19,6.022145796274509e-11,-1.5112589791343816e-19,-1.2168489708010045e-18,0.6041566133499146
0.18580713,8.434049251435722e-09,2.5395306514376814e-19,6.022145792031389e-11,-1.4227506535912076e-19,-3.3237096947601096e-18,0.6041566133499146
0.186638145,1.3061018550418118e-05,1.0420181760771775e-08,0.001593491453525353,0.0013052590037534587,0.1593491393303895,0.6041566133499146
0.187413906,0.00025214855750337056,3.1707991538666417e-06,0.02057337034437217,0.018170648291159157,1.1913715271661725,0.6041566133499146
0.209535197,0.0010016979442283715,2.863172976305526e-05,0.045110903668665985,0.042499999845491604,1.2238524638141979,0.6041566133499146
0.240214177,0.002149756133731227,9.497180954347527e-05,0.06888822639735728,0.06249999984531598,1.1849787581695064,0.6041566133499146
0.270431443,0.0036946494719318165,0.00022026952527258724,0.09191341086686185,0.0824999998458414,1.1475126002822957,0.6041566133499146
0.298824196,0.005634186213412579,0.00042161779216775083,0.1141781130431957,0.10249999984633765,1.1114310228126558,0.6109339594841003
0.326914042,0.007965712896494462,0.0007153354144289991,0.13578225442099004,0.12249999984679394,1.076737733058231,0.6109339594841003
0.358036521,0.010686193248695873,0.0011168479070167803,0.15671447360255192,0.14249999984722028,1.043263532396828,0.6109339594841003
0.386289693,0.013792264987310223,0.001640756421023757,0.17699931924222082,0.16249999984761848,1.0110176915237665,0.6109339594841003
0.415225752,0.017280292353458303,0.00230087868115197,0.19666049842957267,0.18249999984799106,0.9799524267512909,0.6109339594841003
0.445544949,0.021146413595749182,0.0031102838445935307,0.21572079399970112,0.2024999998483376,0.9500216999071629,0.619627833366394
0.472549454,0.025274842598270505,0.0040553276867710325,0.234230942134874,0.2123515663507652,0.9211813483120308,0.619627833366394
0.508408374,0.02942015686417389,0.0050840441216688835,0.25218052111502837,0.21379393733844912,0.8932961661709659,0.619627833366394
0.538351968,0.033576580325761385,0.006193628560408775,0.2695331032863233,0.21519145100343962,0.8662782051706743,0.619627833366394
0.571436858,0.03773815825986037,0.007381256019040758,0.2863889738907836,0.21654117706035395,0.8401841161607038,0.619627833366394
0.602435686,0.04190464155170981,0.008645445999379883,0.3027366725735593,0.21785150603529285,0.8148516861244846,0.649881899356842
0.623716535,0.04607205408961667,0.009983764260160352,0.31864087727487056,0.21912145767232388,0.7902998662305084,0.649881899356842
0.651959919,0.0502439595576792,0.011395774523299802,0.3340171134904136,0.2203564327538096,0.7664242438128971,0.649881899356842
0.682352212,0.05441660574126167,0.01287883178640885,0.3489304800572906,0.2215493298241525,0.7433621104455315,0.649881899356842
0.709769812,0.05858991594614283,0.014431428674664211,0.36337300563480046,0.2227055731793735,0.7210085988755697,0.649881899356842
0.73807865,0.06276057254281066,0.01605104589105644,0.37740381175712334,0.2238244671848722,0.6993771577221981,0.657436192035675
0.76206886,0.06692868661348896,0.017736324667366268,0.3910132734429348,0.22491093402114487,0.6783726270708202,0.657436192035675
0.79121266,0.07109335120011538,0.019485517639360687,0.4042142187277423,0.22596414083659827,0.6580111083398734,0.657436192035675
0.828863173,0.07525373361323665,0.021296901628369308,0.4170191445398234,0.22698513165066814,0.6382724176287095,0.657436192035675
0.872178885,0.07940813098886619,0.02316844471038685,0.4294592895660679,0.2279749219120563,0.6191369233917807,0.657436192035675
0.904759725,0.08355769887717343,0.025099229110628632,0.44150754771543205,0.2289360951076437,0.6005546793928306,0.6577747464179993
0.933146609,0.08770089357750778,0.027087195780171724,0.4531949187736591,0.22986635438181544,0.5825700904608854,0.6577747464179993
0.973148582,0.09183715326527184,0.029130741072763467,0.46453246543513066,0.23076825843610563,0.5651336895318375,0.6577747464179993
1.004736304,0.095965976801516,0.03122829577988788,0.47553084066990614,0.2316427003664457,0.5482282104908548,0.6577747464179993
1.033700087,0.10008691688426471,0.033378324348755574,0.4862003641582896,0.23249053869169764,0.531837055697793,0.6577747464179993
1.066506459,0.10420033532293096,0.03557964957996669,0.4965351405223589,0.23331260382815316,0.5159441708158106,0.6263567209243774
1.095072037,0.1083043784239842,0.03783008010727417,0.5065771037300026,0.23410837047625238,0.5005597113973852,0.6263567209243774
1.126510059,0.11240018939880572,0.040128903575628254,0.5163043787255038,0.2348813087170578,0.48561659078895064,0.6263567209243774
1.159509923,0.11648610484313691,0.042474014220042815,0.5257563250024677,0.2356295608162137,0.4711507243422341,0.6263567209243774
1.193273886,0.12056258652263423,0.044864440105767796,0.5349264121395496,0.23635638082799035,0.45709920182279973,0.6263567209243774
1.231155452,0.12462754351842903,0.04729790998353126,0.5438640052723133,0.23706119383789664,0.44347313798312876,0.6121882796287537
1.259190698,0.12868456621448143,0.04977521220290104,0.5524944336990308,0.23774809043823758,0.430193449901003,0.6121882796287537
1.290172867,0.13273227079012842,0.05229424421467474,0.5608548686139544,0.2384108124043279,0.4173811270704146,0.6121882796287537
1.324134901,0.136769376206727,0.05485311325817183,0.5689792154673562,0.23905242446541836,0.4049769194550696,0.6121882796287537
1.351616692,0.14079527772652217,0.05745039704677798,0.576885951065452,0.2396757241882756,0.39292674203790356,0.6121882796287537
1.392111056,0.14481209580265686,0.06008623138796093,0.5845334285042489,0.24028222539712388,0.38120132824090575,0.5866989493370056
